@relation kaggle

@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric
@attribute j numeric

@data
0.15498,-0.189174,0.246296,-1.223587,0.082961,1.394535,0.182426,0.188232,0.251173,1.279942
0.068573,0.069915,-0.002652,-1.149827,-1.257711,2.80638,0.144676,0.507887,-0.091823,2.590684
0.117948,-0.189174,0.029355,0.763359,0.887365,0.522513,-0.987837,1.658832,1.841428,1.266115
0.15498,-0.377602,0.349432,0.70613,-0.006417,-0.01731,-0.044076,0.971391,0.562987,0.133547
-0.017834,-0.330495,0.488131,-0.183313,0.17234,-0.847807,0.144676,0.580695,0.064084,-0.726224
0.364825,0.195534,0.175168,-0.027618,0.261718,-0.391033,0.031425,0.35569,0.40708,-0.25282
0.130292,-0.212727,0.324537,0.386474,0.261718,-0.806282,-0.044076,0.635213,0.032902,-0.583624
0.907954,-0.330495,0.132491,1.039033,0.887365,-0.889332,-1.214339,0.366679,1.24898,-0.011837
-0.264711,-0.09496,0.01513,-0.597346,0.261718,-0.224934,0.899684,-1.270273,-0.310094,-0.548279
0.809204,-0.291239,0.036468,-0.399281,0.976743,-0.224934,-0.912336,-0.953336,1.124254,0.498082
0.105604,0.289748,0.171611,-0.220044,0.261718,-0.598658,0.824183,0.282396,0.126447,-0.830501
0.204355,-0.126364,0.335206,0.483538,-1.257711,0.647088,0.673182,0.585606,0.001721,0.326719
0.759828,-0.134216,0.114709,-0.542563,0.797987,-1.013906,-1.214339,-0.894235,1.810246,-0.145167
-3.412392,0.148427,0.438342,-1.047781,-3.22403,-1.055431,0.257927,0.153032,-1.245538,-0.966303
0.698109,-0.306942,-0.03466,0.062642,0.976743,-0.266459,-1.063338,-0.132705,1.404887,0.565145
-0.030178,0.014957,0.264078,0.374062,0.261718,-0.764757,-0.270579,0.20489,0.375899,-0.434201
0.167323,0.171981,0.047137,0.268047,0.17234,-0.391033,0.333428,0.60077,0.282354,-0.409512
-0.104241,-1.037102,0.388552,-1.099311,0.17234,-0.432558,-0.081827,-0.869073,0.594169,-0.227636
0.15498,-0.3619,0.40989,-0.171945,0.261718,-0.058835,0.257927,-0.142102,0.064084,-0.074621
0.006853,0.462474,-0.016878,0.649795,-1.347089,0.107265,0.182426,0.690955,0.375899,0.122818
0.401857,-0.267686,0.299642,-0.808002,0.261718,-1.013906,0.144676,-0.463019,-0.278912,-0.87648
4.524702,-0.134216,0.23207,-2.514351,-0.900198,-3.671496,-2.762106,-1.370224,-1.463808,-4.114825
0.09326,0.10132,0.313868,0.756586,0.351096,-0.432558,0.106925,0.393355,-0.278912,-0.330515
-3.486455,0.242641,3.28702,-1.488788,-3.045274,-1.346105,0.144676,1.471105,-2.804611,-1.175146
0.043885,0.069915,0.285416,0.372779,0.261718,-0.598658,0.52218,0.490898,0.656532,-0.689589
1.21655,0.156278,-0.013322,0.353593,0.17234,1.519109,0.55993,-0.155887,-0.777816,1.157944
0.09326,-0.385453,0.352988,0.546705,0.261718,0.190314,0.182426,0.157594,0.032902,0.190158
-0.128929,0.069915,0.313868,0.510511,0.082961,0.397939,0.182426,0.081738,0.781258,0.384788
0.130292,0.007106,0.239183,0.766194,0.261718,-0.598658,-0.006326,1.160303,0.313536,-0.4139
0.056229,-0.016448,0.345875,-0.053786,0.17234,-0.432558,0.295677,0.96679,0.594169,-0.421423
0.809204,-0.291239,0.036468,-0.399281,0.976743,-1.055431,-1.138838,-0.773879,1.03071,-0.223091
0.15498,0.595945,0.036468,-0.126143,0.261718,-0.349509,0.182426,0.143459,0.032902,-0.297833
0.09326,-0.102811,0.01513,-1.203774,0.082961,-0.723232,0.446679,-1.102194,-0.123005,-0.765681
0.142636,0.470326,-2.958023,-0.379737,0.261718,2.474181,0.031425,-0.795178,-0.621908,2.375729
-3.498799,-0.291239,0.37077,-0.281212,-4.922215,-0.889332,-0.044076,-0.7619,-0.996086,-0.666106
0.229043,0.014957,0.395665,-1.399572,0.082961,-1.38763,0.220177,-0.552175,0.62535,-1.239243
0.599358,-2.426761,0.011573,0.54026,0.976743,-1.096956,-1.176589,1.004048,1.997335,-0.212604
-0.079554,-0.291239,0.388552,0.855618,0.261718,-0.01731,-0.195078,0.706021,0.095265,0.233412
-0.091897,-0.118513,0.189393,1.280303,0.261718,0.024215,-0.308329,0.171632,-0.559546,0.291108
0.142636,0.486028,0.100483,-0.448543,0.17234,0.854712,-3.06411,-1.384203,-1.120812,-1.138582
-0.079554,-0.291239,0.388552,0.855618,0.261718,-0.224934,0.257927,0.90101,0.126447,-0.22062
0.599358,-2.426761,0.011573,0.54026,0.976743,-0.183409,-1.554093,0.065585,1.68552,0.959023
-0.116585,0.281897,0.175168,-0.15249,0.261718,0.190314,-0.006326,-0.284165,0.375899,0.29769
-2.523635,-0.346197,-2.349878,-0.775688,0.17234,-0.474083,0.371178,0.574559,-0.029461,-0.505543
0.241386,-0.322644,0.28186,0.274612,0.261718,-0.391033,0.220177,0.112492,0.064084,-0.3536
-0.425181,-0.071406,0.424116,1.863279,0.17234,1.103861,0.333428,0.400908,1.217798,0.968787
0.105604,-0.377602,0.260522,0.107578,0.261718,0.190314,0.069175,-0.136122,0.001721,0.255413
0.031541,0.195534,0.246296,0.627208,0.261718,0.190314,0.144676,0.523458,0.375899,0.203347
0.192011,0.148427,0.19295,-1.29308,0.261718,-0.723232,0.069175,-0.369573,0.905984,-0.573799
-0.141273,0.250492,0.406334,1.250286,-2.687761,0.314889,-0.081827,1.73828,1.591976,0.467222
0.229043,0.807926,-0.052442,0.082634,0.261718,-0.640182,0.182426,-0.13721,-0.154186,-0.551739
-0.338774,-0.09496,0.527252,1.857252,-1.257711,1.768258,-1.28984,0.919882,-0.247731,2.81761
-0.351118,0.014957,0.214288,0.736624,0.17234,-0.847807,0.295677,1.616545,0.843621,-0.796795
-3.498799,0.517433,0.374326,-2.368622,-4.922215,-0.889332,0.182426,-1.737059,-1.214356,-0.785415
-0.128929,-0.511072,0.342319,0.170775,0.261718,1.892833,0.031425,-1.338538,-0.684271,1.852971
-0.301743,-0.055704,0.210732,-0.147477,0.261718,0.14879,0.182426,-0.254983,0.905984,0.158923
0.167323,0.117022,0.047137,-0.174809,0.261718,-0.349509,0.220177,0.521419,-0.154186,-0.303065
-0.264711,-0.448263,0.431229,-1.121421,0.261718,0.273364,0.069175,-0.632128,-0.684271,0.326767
0.15498,-0.330495,0.299642,-0.333637,0.082961,-1.055431,-0.38383,-1.195291,-0.091823,-0.648782
0.043885,0.274046,0.182281,0.095763,0.261718,-0.224934,0.371178,-0.095214,-0.154186,-0.284754
0.15498,-0.385453,0.381439,0.314237,0.261718,-0.432558,0.295677,0.97407,0.500624,-0.431561
-0.141273,-0.244132,0.249852,0.593729,0.261718,-0.640182,-0.157328,0.907689,0.157628,-0.393635
-0.338774,-0.22843,0.584154,2.123586,0.261718,0.231839,-1.025587,1.591713,2.090879,1.002336
0.47592,-0.43256,0.114709,-0.87096,0.976743,-1.30458,-1.138838,-1.660639,0.313536,-0.466015
0.624046,-0.189174,0.139604,0.38731,0.976743,-1.470679,-1.478592,1.294017,2.028517,-0.455081
-0.252367,0.069915,0.246296,0.52355,0.261718,1.186911,0.031425,0.404286,0.718895,1.180512
0.142636,0.069915,0.399221,0.568039,-1.168333,0.06574,0.069175,-0.031687,0.126447,0.167784
0.043885,-0.079257,0.061363,0.565085,0.261718,0.231839,0.55993,0.573919,0.157628,0.026028
0.15498,0.595945,0.036468,-0.126143,0.261718,0.06574,0.144676,0.037587,0.064084,0.107086
-2.523635,-0.346197,-2.349878,-0.775688,0.17234,-0.557133,0.257927,-0.576386,-0.808997,-0.521794
0.846235,-0.09496,0.182281,-1.981085,0.61923,-0.474083,-0.157328,-2.978887,-2.087438,-0.229481
-0.042522,-0.189174,0.33165,-0.664392,0.261718,-0.391033,0.144676,-0.584171,0.344717,-0.287803
-0.153617,-0.22843,0.488131,0.580183,0.261718,0.439463,0.597681,0.122744,-0.840179,0.172485
0.241386,-0.110662,0.324537,-0.772226,0.261718,-0.723232,1.503691,-0.642573,0.064084,-1.233564
0.907954,-0.330495,0.132491,1.039033,0.887365,-1.678304,-0.081827,-3.598025,-3.646511,-1.37508
0.698109,-0.369751,0.185837,-0.92264,0.976743,0.522513,0.371178,-0.441313,1.404887,0.390249
-0.091897,0.226939,0.267634,0.024091,0.261718,-1.30458,0.295677,0.827192,1.061891,-1.208779
0.327793,-2.426761,-2.324983,-1.744082,0.440474,1.35301,0.408929,0.567706,0.18881,1.098959
-3.498799,-0.22843,-3.210528,-0.316957,-4.922215,-0.224934,0.182426,0.448068,0.095265,-0.183213
-3.498799,0.486028,0.139604,-5.440122,-0.006417,-0.557133,0.786433,0.192969,-2.461615,-0.7804
0.759828,-0.134216,0.114709,-0.542563,0.797987,-1.346105,-1.025587,-0.781335,-0.777816,-0.587398
-0.00549,-0.220579,-3.210528,1.071885,0.261718,1.020811,0.484429,1.61905,0.469443,0.749469
-0.042522,0.10132,0.288973,0.722153,0.261718,0.231839,0.408929,1.012435,0.40708,0.109329
0.006853,-0.181323,0.388552,0.301377,-0.095795,0.356414,0.975185,0.098241,0.157628,-0.092124
0.056229,-0.09496,0.228514,-0.658066,0.17234,0.605563,0.861934,-2.576192,-1.806804,0.173751
0.09326,0.2976,-0.013322,0.1091,0.261718,-0.806282,0.220177,0.879983,0.001721,-0.729431
-0.252367,-0.401156,0.466793,0.631147,0.261718,0.107265,0.220177,0.035626,0.656532,0.10652
0.389513,-0.220579,-3.210528,-2.624155,0.261718,0.06574,0.371178,-0.930911,0.095265,-0.006726
-0.042522,-0.3619,0.470349,-0.310721,0.261718,-0.930856,0.031425,0.09595,-0.060642,-0.741197
-3.498799,0.674456,0.210732,-1.548822,-4.922215,-0.681707,-2.573354,-0.690742,-0.964905,-2.199096
0.09326,0.148427,0.171611,0.970704,0.17234,0.356414,0.371178,0.143906,-0.840179,0.232038
-3.498799,-0.110662,7.419561,2.021451,-4.922215,-0.183409,-1.28984,1.469979,0.687713,0.761161
-0.017834,-0.275537,0.388552,0.949727,0.261718,1.975883,0.257927,-0.602791,-0.185368,1.756289
-0.437525,-0.471816,0.463236,-0.545248,0.261718,0.314889,0.748682,-1.173973,0.313536,-0.013368
-0.486901,-0.259834,-3.210528,0.221798,0.351096,0.231839,-0.081827,1.649163,1.623157,0.381485
0.056229,-0.291239,0.239183,0.767954,0.17234,1.26996,0.484429,-0.292242,-0.278912,0.97379
0.562327,-0.29909,0.068476,-0.58926,0.976743,-0.391033,-0.006326,-1.120833,0.874802,-0.233965
0.019197,0.038511,0.19295,0.323367,0.261718,0.190314,0.069175,0.063138,0.313536,0.255774
0.105604,0.10132,0.246296,0.08708,0.261718,-0.01731,0.031425,1.264214,0.718895,0.090414
5.759087,-0.236281,0.377883,-2.104317,-1.79398,0.480988,0.333428,0.330527,0.032902,0.363222
0.562327,-0.000745,-3.210528,-2.832246,0.261718,-2.882524,0.371178,-2.257275,-0.933723,-2.647993
-0.301743,-0.055704,0.210732,-0.147477,0.261718,1.26996,0.220177,-1.154674,0.219991,1.146878
-0.030178,-0.346197,0.235627,-1.08105,0.17234,-0.681707,0.220177,-0.1216,0.687713,-0.611917
0.463576,0.109171,0.224957,-1.411178,0.261718,-0.224934,0.144676,0.949898,0.375899,-0.1568
0.809204,-0.16562,0.025799,0.712127,0.887365,-0.391033,-1.176589,0.594887,1.560794,0.473538
0.266074,0.164129,0.118265,0.320234,0.261718,-0.598658,0.069175,-0.135229,-0.466001,-0.458094
0.15498,-0.377602,0.349432,0.70613,-0.006417,0.14879,0.106925,0.00794,0.562987,0.195378
-0.252367,-0.149918,0.313868,-0.243616,0.261718,0.439463,0.446679,-0.363574,-0.060642,0.272423
0.327793,-0.142067,0.481018,-2.171392,0.261718,-0.10036,0.55993,0.119132,0.531806,-0.270951
0.63639,-0.063555,0.132491,-0.631719,0.976743,-0.972381,-1.591843,0.44869,1.529613,0.162853
-0.017834,-0.275537,0.388552,0.949727,0.261718,0.937762,0.182426,0.397685,-0.310094,0.847935
-0.00549,0.305451,0.018686,-0.04009,0.261718,1.020811,1.201687,-0.965141,-0.746634,0.347477
0.019197,-0.016448,0.324537,-0.20781,0.261718,-0.806282,-0.232828,1.078409,1.217798,-0.497454
0.019197,-0.605286,0.502357,0.181368,0.17234,0.522513,0.295677,0.409859,0.219991,0.422485
-0.030178,0.438921,-0.045329,0.766462,0.17234,-0.058835,0.257927,0.663967,0.469443,-0.069256
-0.252367,0.062064,0.171611,-0.420108,0.261718,-0.640182,0.144676,0.280571,1.342524,-0.53708
0.364825,-0.047852,-0.038216,0.327813,0.261718,-0.474083,0.257927,0.103231,-0.466001,-0.452043
0.019197,-0.173471,0.306755,-0.081535,0.17234,0.605563,-2.611104,-1.291552,-0.684271,-1.407894
0.031541,-0.346197,-0.009765,1.029902,0.082961,2.515706,0.069175,-1.415889,-0.840179,2.401612
0.15498,-0.197025,-3.210528,-0.736839,0.351096,-0.474083,0.824183,0.615293,0.282354,-0.725947
0.303106,-0.354049,0.306755,-0.918463,0.17234,0.06574,-0.119577,-1.63503,-0.559546,0.249228
0.25373,-0.338346,-3.210528,-1.790689,0.351096,-0.141884,1.201687,0.184737,0.251173,-0.622478
-0.153617,-0.267686,-3.210528,-0.351778,-0.006417,-0.224934,-0.308329,0.02056,0.438262,0.091041
0.179667,-0.047852,0.274747,-0.605223,0.261718,0.854712,0.710932,-1.242354,-0.310094,0.481639
0.105604,-0.251983,0.466793,0.287084,0.261718,0.231839,0.408929,0.568599,-0.154186,0.11415
0.772172,0.030659,0.075589,0.371824,0.976743,-1.470679,-1.554093,-0.193689,0.812439,-0.374697
0.15498,-0.251983,0.125378,-0.576698,-0.900198,-0.515608,0.182426,0.464746,0.282354,-0.446377
0.167323,0.690159,-0.08445,-0.009059,0.261718,-1.429155,0.333428,-2.239044,-2.149801,-1.339035
-0.252367,0.069915,0.246296,0.52355,0.261718,0.024215,-0.006326,1.300599,1.186617,0.157815
0.105604,-0.149918,0.438342,0.934659,0.261718,0.813187,0.484429,0.744696,-0.154186,0.568364
0.994361,-0.008597,-0.148465,0.826884,0.261718,1.26996,1.956696,0.076884,-0.559546,0.15996
0.944986,0.132725,0.136047,0.564936,0.17234,0.14879,0.408929,-0.705556,-1.245538,0.029271
-0.672058,-0.613138,0.360101,0.373406,0.17234,0.480988,0.106925,-0.194912,0.937165,0.501567
0.019197,-0.338346,-0.358293,-0.113223,0.17234,-1.180006,-0.195078,0.62236,-3.085245,-0.857143
0.216699,0.321153,0.128935,0.491087,0.261718,0.564038,0.295677,0.100785,-0.091823,0.464835
0.438888,0.289748,0.14316,-0.282494,0.261718,-0.10036,0.220177,-0.407064,-0.403638,-0.084409
0.15498,-0.3619,0.40989,-0.171945,0.261718,-0.806282,0.069175,-0.151305,-0.247731,-0.650241
-0.22768,0.446772,0.534365,0.177429,0.17234,-0.432558,0.408929,0.465251,0.594169,-0.484881
-2.523635,-0.346197,-2.349878,-0.775688,0.17234,-1.096956,0.069175,-0.897206,-0.497183,-0.911235
-0.22768,0.446772,0.534365,0.177429,0.17234,-1.055431,0.446679,0.833075,-0.060642,-1.055788
0.870923,-0.236281,0.025799,-1.94155,0.976743,-1.719828,-1.214339,-2.094671,-1.151994,-0.834009
0.117948,0.23479,0.050694,0.220456,0.261718,2.058932,0.031425,-0.998632,-0.590727,1.988422
-0.030178,0.093469,0.235627,1.206186,0.261718,1.228436,0.748682,0.067565,0.562987,0.780425
0.438888,0.289748,0.14316,-0.282494,0.261718,-0.058835,-0.006326,0.089019,0.344717,0.072765
0.883267,-0.314793,0.086258,-1.337837,0.976743,-1.968978,-1.516343,-1.459457,0.282354,-0.949534
0.364825,-0.000745,-0.052442,1.293223,0.976743,-0.10036,-0.459331,1.022706,1.436069,0.340558
0.019197,-0.118513,0.345875,-1.086511,0.261718,-0.640182,0.295677,-1.225307,-1.089631,-0.613521
0.290762,-0.189174,0.079145,-0.085921,0.976743,-1.180006,-1.403091,-0.246246,1.311343,-0.169664
-0.338774,-0.09496,0.527252,1.857252,-1.257711,0.356414,-1.554093,0.974905,2.184424,1.509592
0.599358,-2.426761,0.011573,0.54026,0.976743,-0.764757,-1.32759,0.425992,1.716702,0.20313
0.031541,-0.024299,0.545034,-2.187595,0.261718,-1.22153,1.956696,-3.433363,-3.054063,-1.805545
0.142636,-0.369751,0.413447,0.301347,0.17234,-0.058835,-0.006326,0.361592,-0.154186,0.072199
-0.301743,-0.511072,0.463236,0.710665,0.261718,0.564038,0.106925,1.030511,0.812439,0.576103
-0.141273,-0.055704,0.207175,0.246982,0.261718,-0.930856,0.031425,0.981933,0.313536,-0.742209
-0.030178,-0.063555,0.285416,-1.278877,0.17234,-0.391033,-0.006326,0.85684,-0.060642,-0.233399
0.290762,-0.267686,0.324537,-0.396177,-1.078955,-0.515608,0.220177,-0.480726,-0.060642,-0.469197
-0.141273,-0.244132,0.249852,0.593729,0.261718,0.024215,-0.081827,0.282396,-0.341275,0.189073
0.47592,-0.43256,0.114709,-0.87096,0.976743,-0.681707,-1.101088,-1.411812,0.344717,0.153004
0.192011,0.242641,0.164499,0.576722,0.261718,0.190314,0.333428,0.35435,-0.310094,0.106001
0.15498,-0.471816,0.50947,1.205082,0.261718,0.231839,0.55993,0.618166,-0.372457,0.018735
0.117948,-0.220579,-3.210528,-1.623238,0.261718,0.397939,0.182426,-1.429596,-1.089631,0.382498
-0.128929,0.069915,0.313868,0.510511,0.082961,0.937762,0.295677,0.010328,0.469443,0.811709
-0.042522,0.007106,0.264078,-0.162546,0.17234,-0.847807,0.371178,0.469425,1.280161,-0.839675
0.241386,-0.43256,0.349432,-1.029281,0.261718,0.14879,0.333428,-1.175215,-0.43482,0.081903
0.15498,-0.16562,-3.210528,-1.32068,-0.185173,0.356414,0.937434,-1.078701,-0.466001,-0.06529
0.142636,-1.916434,-0.023991,-0.504341,0.261718,-0.598658,0.371178,0.832008,0.40708,-0.620441
0.438888,-0.047852,0.388552,0.873551,-1.078955,-2.384226,-3.479364,-0.928309,-0.310094,-1.761712
0.080916,-0.142067,0.171611,-0.470713,0.261718,-0.972381,0.106925,-0.947259,-0.684271,-0.825354
-0.252367,-0.063555,0.594823,0.891245,0.529852,0.439463,-0.874585,1.257827,2.371513,1.089495
0.117948,0.171981,0.217845,1.738109,0.261718,-0.10036,0.182426,0.795429,-0.341275,-0.067508
0.661077,-0.204876,-3.075385,0.471036,1.066121,-0.847807,-1.516343,1.188494,1.903791,0.221248
-0.091897,-0.189174,0.345875,0.235912,0.261718,0.439463,0.673182,-0.389707,0.126447,0.148411
0.031541,-0.024299,0.545034,-2.187595,0.261718,-1.636779,0.182426,-2.833116,-1.962712,-1.435006
0.179667,-0.330495,0.530808,-0.314183,0.082961,0.107265,0.295677,-0.54406,-0.403638,0.051078
-0.017834,-0.440412,0.267634,1.39515,0.261718,1.477585,0.333428,-0.599529,-1.058449,1.269744
-0.16596,-0.134216,0.256965,0.387041,0.261718,1.103861,0.144676,-0.120842,-0.497183,1.043553
0.426544,0.588093,0.160942,-0.889699,0.261718,1.311485,0.899684,-0.18404,-0.372457,0.756255
-3.498799,-0.22843,-3.210528,-0.316957,-4.922215,1.228436,-3.215111,-1.867705,-3.085245,1.491787
-0.338774,-0.314793,0.449011,1.243006,0.797987,0.730137,-1.403091,0.117016,1.404887,1.895453
-0.32643,-0.079257,0.239183,0.566935,0.261718,-0.723232,-0.006326,1.543854,0.500624,-0.53333
0.179667,0.321153,0.242739,0.045844,0.17234,-0.01731,0.257927,0.099542,0.157628,-0.033802
0.4142,-0.16562,0.05425,-0.891996,0.976743,-1.22153,-1.591843,-1.419539,0.095265,-0.088797
0.229043,-0.22843,0.324537,-0.869141,0.261718,-1.138481,0.408929,-0.354351,0.032902,-1.110916
0.043885,0.407516,0.047137,0.460921,0.261718,0.14879,0.106925,0.445816,-0.154186,0.211833
8.314263,-0.087108,0.527252,0.659642,-3.134652,0.439463,0.220177,-0.295989,-0.185368,0.400376
0.15498,0.595945,0.036468,-0.126143,0.261718,-0.10036,-2.950858,-0.315987,0.157628,-1.657013
-0.215336,0.281897,0.107596,0.73922,0.082961,1.062336,0.371178,0.023084,1.061891,0.861653
0.698109,-0.306942,-0.03466,0.062642,0.976743,-0.10036,-0.761334,0.175573,1.46725,0.532608
0.907954,-0.330495,0.132491,1.039033,0.887365,-0.847807,-1.25209,0.544815,1.24898,0.072778
-0.104241,0.23479,0.214288,0.314028,0.17234,0.107265,0.295677,0.182912,0.375899,0.063085
0.377169,0.179832,0.064919,-1.533962,0.261718,0.14879,-0.119577,0.50544,-0.091823,0.331034
-0.252367,0.062064,0.171611,-0.420108,0.261718,0.605563,1.050686,-0.577201,0.62535,0.079215
0.031541,-0.346197,-0.009765,1.029902,0.082961,1.685209,0.55993,-0.613897,-0.185368,1.288598
0.352481,0.211237,0.306755,-0.946242,0.17234,0.314889,0.55993,-0.855133,0.032902,0.092874
0.068573,-0.267686,0.33165,-0.197963,-2.062114,-0.058835,0.295677,-0.232073,0.032902,-0.092522
-0.338774,-0.291239,0.520139,1.054429,0.261718,0.439463,0.182426,-0.223084,0.62535,0.41213
-0.22768,0.085618,0.239183,-0.523467,0.261718,-0.141884,-3.290612,0.922833,0.937165,-1.376695
-3.498799,16.965662,0.384996,1.655159,-4.922215,-1.802878,-2.535604,3.557736,-3.895963,-2.835173
0.117948,0.627349,0.075589,0.831628,0.261718,1.103861,0.333428,-0.069139,-0.154186,0.926076
-0.128929,-0.03215,0.068476,-0.151655,-0.989576,-0.847807,0.106925,-0.141578,-0.621908,-0.707527
0.57467,-0.134216,0.160942,1.252465,0.976743,-0.806282,-1.403091,1.063964,0.781258,0.194281
-0.030178,-0.346197,0.235627,-1.08105,0.17234,0.024215,1.352689,-1.09503,0.874802,-0.554765
0.883267,-0.314793,0.086258,-1.337837,0.976743,-1.013906,-1.25209,0.776752,1.623157,-0.127591
0.229043,-0.000745,0.171611,-0.002793,0.261718,-0.432558,0.446679,0.239682,-0.310094,-0.509751
-0.449869,-0.291239,0.434785,-0.068824,0.261718,1.145386,0.371178,-0.256808,0.157628,0.941084
-0.252367,0.069915,0.246296,0.52355,0.261718,-1.055431,-0.006326,1.778975,1.061891,-0.845811
0.142636,-0.142067,0.246296,0.789259,-1.347089,0.522513,0.144676,-0.544001,-1.245538,0.507437
0.364825,0.36826,0.19295,-0.420406,0.261718,-1.470679,0.220177,0.413761,0.687713,-1.313406
-0.030178,-0.063555,0.274747,-0.394925,0.261718,-1.013906,0.031425,0.264923,0.282354,-0.81718
-0.338774,-0.314793,0.449011,1.243006,0.797987,0.647088,-1.440842,0.988651,2.465057,1.744354
-0.054866,0.179832,0.239183,-1.170087,0.261718,-0.640182,0.220177,1.473318,0.62535,-0.584963
-0.289399,-0.424709,0.107596,0.666147,0.17234,-0.266459,-2.648855,1.162167,0.718895,-1.852668
0.377169,0.109171,0.317424,-1.658297,-0.900198,-1.180006,0.295677,-1.003156,-0.154186,-1.098065
-0.363462,-0.008597,0.256965,-0.22634,0.261718,0.771662,0.144676,1.011658,0.40708,0.789744
-0.351118,-0.244132,0.594823,1.592678,0.797987,-1.844403,-0.799085,-1.995322,-1.401445,-1.193505
0.352481,0.321153,0.128935,-1.64672,-0.900198,-0.266459,0.257927,-0.596054,-0.185368,-0.260486
0.364825,-0.047852,-0.038216,0.327813,0.261718,0.273364,0.295677,-0.393823,-0.808997,0.202201
-0.22768,0.289748,0.132491,-0.234783,0.261718,-0.432558,0.408929,-0.363923,0.282354,-0.488751
0.661077,-0.204876,-3.075385,0.471036,1.066121,-0.432558,-1.101088,1.031307,1.342524,0.43489
0.229043,-0.181323,0.23207,-0.893459,0.261718,-0.515608,0.446679,0.142023,0.18881,-0.58325
0.204355,-0.354049,0.32098,0.410166,-0.989576,-0.183409,0.295677,0.429526,-0.029461,-0.208794
0.179667,-0.047852,0.274747,-0.605223,0.261718,-0.723232,-0.270579,-0.96285,-0.43482,-0.403846
0.15498,-0.448263,0.356544,-0.003837,0.261718,-0.515608,0.031425,0.324761,-0.029461,-0.356686
-0.079554,0.187683,-0.070224,0.211236,0.261718,0.107265,-0.006326,-0.279602,-0.060642,0.223816
0.006853,0.038511,-0.376075,0.963811,-0.006417,1.394535,0.220177,-0.252673,-0.216549,1.245453
0.204355,0.038511,0.036468,0.655644,0.17234,0.564038,-2.837607,0.703866,0.001721,-1.312719
0.364825,-0.149918,0.107596,-1.108143,0.17234,0.564038,0.371178,0.944248,0.62535,0.420954
-0.00549,0.611647,0.022242,1.012179,0.261718,0.647088,0.408929,1.610798,0.562987,0.465655
0.105604,-0.087108,0.367214,1.522618,0.261718,-0.141884,0.182426,2.047471,0.500624,-0.100901
0.006853,-0.668096,0.477462,1.62168,0.17234,3.969075,0.52218,-0.73369,-0.777816,3.339103
-0.338774,-0.22843,0.584154,2.123586,0.261718,1.145386,-0.912336,1.471745,1.810246,1.845774
0.364825,-0.047852,-0.038216,0.327813,0.261718,1.020811,0.55993,-0.25376,-0.216549,0.708011
-0.042522,0.540986,0.253409,-0.836378,0.261718,0.480988,0.295677,0.288396,-0.43482,0.390767
0.130292,-0.024299,0.246296,0.121006,0.082961,-2.301176,0.408929,-1.602374,0.344717,-2.138025
0.080916,0.062064,0.203619,0.577021,0.261718,0.397939,0.295677,0.637893,0.438262,0.324862
1.019049,0.030659,0.335206,-2.318136,-4.654081,-1.138481,-2.497853,-1.711799,-1.339082,-2.55864
0.710453,-0.283388,0.128935,0.601905,0.976743,-0.307984,-0.761334,0.62238,1.311343,0.296654
0.241386,-0.322644,0.310311,0.49055,0.261718,0.231839,0.031425,0.620865,0.064084,0.313024
0.130292,0.870736,-3.210528,0.062493,0.261718,0.522513,0.446679,1.069283,0.18881,0.338859
-0.054866,0.226939,0.32098,-0.905841,0.261718,-0.141884,-0.195078,-0.919262,0.656532,0.100745
0.327793,0.336855,-0.020434,1.086893,0.261718,-0.474083,0.408929,-0.044423,-0.808997,-0.51139
-3.498799,-0.22843,-3.210528,-0.316957,-4.922215,0.937762,0.446679,-1.203737,-1.089631,0.726274
0.117948,-0.220579,0.367214,0.914608,0.261718,-0.349509,0.484429,0.086029,-0.43482,-0.445858
0.401857,-0.220579,-3.210528,-1.185513,-1.168333,-0.764757,-3.026359,0.179456,-0.091823,-2.08016
0.031541,0.171981,0.253409,-0.862994,0.17234,-1.180006,-2.573354,-0.456069,0.656532,-2.51928
0.241386,0.23479,0.310311,-1.710992,0.261718,-1.429155,0.710932,0.366873,1.093072,-1.498789
-0.042522,-0.3619,0.470349,-0.310721,0.261718,-0.681707,0.257927,0.102221,0.157628,-0.637342
0.068573,-1.16272,-3.210528,-0.829367,0.261718,1.892833,0.635431,-2.699985,-2.55516,1.438648
0.241386,-0.322644,0.28186,0.274612,0.261718,-0.224934,0.333428,-0.246673,-0.247731,-0.26514
0.389513,-0.220579,-3.210528,-2.624155,0.261718,-1.013906,0.484429,-2.216813,-0.684271,-1.037367
-0.116585,-0.338346,-3.210528,-0.865829,-1.168333,1.145386,-0.270579,-0.792751,-0.403638,1.372561
3.265629,-0.251983,0.125378,-2.12386,0.976743,-0.972381,-0.232828,-2.511597,-1.93153,-0.647999
-0.017834,-0.047852,0.093371,-0.139302,0.261718,0.480988,0.182426,-0.209008,0.032902,0.456745
0.105604,0.556689,-0.031104,0.619301,0.17234,-0.764757,0.257927,-0.114921,-0.310094,-0.718316
-0.054866,-0.024299,0.079145,0.136282,0.261718,0.356414,1.012935,-0.003593,-0.060642,-0.114933
-0.264711,-0.275537,0.107596,0.827362,0.261718,0.024215,0.069175,0.27529,0.62535,0.102542
