@relation train

@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric
@attribute j numeric
@attribute class {0,1,2,3,4,5}

@data
-0.00549,0.760819,-0.095119,-0.016936,0.261718,-0.183409,0.257927,-0.380912,-0.247731,-0.188999,2
0.019197,0.038511,0.19295,0.323367,0.261718,0.439463,0.446679,0.069972,0.032902,0.281428,2
-0.178304,0.902141,-0.041773,0.593103,0.261718,0.356414,0.220177,-0.216968,-0.216549,0.316062,2
0.241386,-0.322644,0.28186,0.274612,0.261718,-0.681707,-0.119577,0.730368,-0.123005,-0.440554,2
-0.00549,0.760819,-0.095119,-0.016936,0.261718,1.186911,0.106925,-1.180147,-0.466001,1.147505,2
3.722352,0.336855,0.175168,-2.701227,0.261718,0.231839,0.220177,2.403801,-0.154186,0.210785,2
-0.153617,-0.087108,0.299642,0.689629,0.261718,0.14879,0.55993,0.015667,-0.278912,-0.055538,2
-0.042522,-0.322644,0.310311,0.287293,0.261718,-0.058835,-0.270579,-0.113057,-0.216549,0.225396,2
0.192011,0.226939,0.118265,-0.472443,0.17234,-0.598658,0.182426,-1.181098,-1.120812,-0.525567,2
0.043885,0.69801,0.022242,0.912997,0.261718,-0.058835,0.144676,1.173214,-0.029461,-0.010295,2
0.031541,0.446772,0.072032,0.600056,0.261718,-0.10036,0.220177,0.294648,0.313536,-0.094584,2
0.266074,0.109171,0.207175,-0.849179,0.261718,-0.307984,-0.081827,0.979604,-0.247731,-0.114234,2
0.15498,-0.197025,-3.210528,-0.736839,0.351096,0.605563,0.975185,-0.056558,0.18881,0.129786,2
0.167323,0.588093,-0.002652,-0.309259,0.261718,-0.224934,0.069175,1.485511,-0.247731,-0.118851,2
-0.017834,-0.149918,-2.975805,-1.078156,0.082961,-0.141884,2.409701,-0.639991,-0.060642,-0.622249,2
-0.104241,-0.197025,0.221401,0.17367,0.261718,-0.391033,-0.006326,1.058488,-0.123005,-0.235605,2
0.043885,0.69801,0.022242,0.912997,0.261718,-0.183409,-0.157328,1.296949,0.095265,0.060107,2
0.167323,0.171981,0.047137,0.268047,0.17234,0.231839,0.446679,0.479773,0.126447,0.078757,2
0.019197,0.289748,-0.116457,1.524856,-0.542686,-0.183409,-2.762106,0.476356,-0.746634,-1.919598,2
0.068573,0.069915,-0.002652,-1.149827,-1.257711,1.186911,0.295677,0.460455,-0.185368,1.019768,2
-0.128929,-0.03215,0.068476,-0.151655,-0.989576,-0.806282,0.295677,0.259758,0.251173,-0.767984,2
0.167323,-0.322644,0.306755,-0.543548,0.261718,-0.764757,0.031425,-0.632885,-0.621908,-0.598826,2
0.019197,0.038511,0.19295,0.323367,0.261718,-0.10036,0.144676,0.038286,-0.185368,-0.040721,2
-0.215336,0.360409,0.096927,0.286189,0.17234,-0.889332,-0.044076,-0.589899,-0.715453,-0.671289,2
-0.079554,-0.291239,0.388552,0.855618,0.261718,0.190314,0.220177,0.419527,0.032902,0.163975,2
0.31545,0.117022,0.178724,-1.517104,-1.347089,-1.346105,0.899684,-3.524286,-3.8336,-1.50712,2
0.056229,0.187683,-0.031104,-0.958476,0.261718,0.024215,0.748682,-1.386727,-1.058449,-0.261222,2
0.4142,-0.173471,0.392108,-0.130887,0.261718,-0.930856,-0.308329,0.734736,0.219991,-0.574318,2
0.25373,-0.197025,0.260522,0.326888,0.261718,0.231839,0.55993,-0.771744,-0.497183,0.026992,2
0.15498,-0.197025,-3.210528,-0.736839,0.351096,0.480988,0.144676,-0.022736,0.313536,0.475419,2
-0.38815,0.321153,0.107596,0.886232,0.351096,0.937762,0.106925,0.032034,-0.154186,0.946015,2
-0.017834,-0.354049,0.42056,-0.176032,0.261718,-0.432558,0.220177,-0.137559,0.157628,-0.401785,2
-0.017834,-0.275537,0.388552,0.949727,0.261718,0.730137,0.257927,-0.832611,-1.120812,0.652328,2
0.25373,-0.197025,0.260522,0.326888,0.261718,0.273364,0.295677,-0.277272,-0.310094,0.201237,2
0.31545,0.517433,-0.002652,-2.543473,0.261718,-0.681707,-0.308329,-0.24778,-1.120812,-0.341449,2
0.278418,-0.3619,0.502357,-1.588745,0.261718,-1.38763,-0.232828,-2.315133,-0.65309,-1.038681,2
0.167323,0.588093,-0.002652,-0.309259,0.261718,0.439463,0.371178,0.462979,-0.310094,0.300668,2
0.031541,-0.040001,0.175168,-0.107256,0.261718,0.107265,0.182426,0.142975,0.157628,0.117731,2
0.192011,0.085618,0.278304,-1.347355,0.261718,-0.598658,0.295677,1.152401,0.126447,-0.56653,2
-0.314087,0.540986,-0.041773,0.882562,0.261718,0.730137,0.257927,0.359475,-0.029461,0.62254,2
0.105604,-0.377602,0.260522,0.107578,0.261718,0.480988,0.220177,-0.129579,-0.403638,0.436276,2
-0.141273,-0.244132,0.249852,0.593729,0.261718,-0.058835,0.371178,0.10061,-0.372457,-0.137283,2
0.266074,0.109171,0.207175,-0.849179,0.261718,0.273364,0.257927,0.47589,-0.123005,0.228759,2
-0.178304,0.258344,-0.12357,0.228303,0.082961,0.314889,0.786433,0.619914,0.344717,-0.032693,2
0.15498,-0.3619,0.40989,-0.171945,0.261718,-0.764757,-0.081827,-0.808885,-0.715453,-0.543107,2
0.241386,-0.322644,0.28186,0.274612,0.261718,-0.224934,0.52218,0.396132,-0.029461,-0.36134,2
0.599358,0.752968,0.008017,-1.737905,-0.095795,-1.22153,-0.119577,-2.500899,-0.996086,-0.941071,2
0.080916,-0.142067,0.171611,-0.470713,0.261718,-0.307984,0.220177,0.455524,-0.185368,-0.291842,2
0.105604,0.721563,0.086258,0.505409,0.261718,0.024215,0.446679,0.293463,0.064084,-0.103698,2
0.043885,-0.157769,0.228514,-0.211361,0.261718,0.06574,0.861934,-0.406423,0.032902,-0.282222,2
0.426544,0.588093,0.160942,-0.889699,0.261718,0.937762,-0.006326,0.054343,-0.185368,0.988558,2
0.142636,-0.000745,0.153829,0.955845,0.261718,0.107265,0.52218,1.000397,0.656532,-0.0711,2
0.080916,0.313302,0.079145,0.588985,0.261718,0.190314,-0.006326,0.175243,-0.310094,0.29511,2
0.192011,0.085618,0.278304,-1.347355,0.261718,-0.391033,0.899684,-0.201008,0.064084,-0.691759,2
-0.017834,-0.149918,-2.975805,-1.078156,0.082961,-0.432558,-0.044076,0.428323,0.064084,-0.251385,2
0.192011,-0.369751,0.278304,-0.659618,0.261718,0.480988,-0.42158,-1.183331,-0.528364,0.816519,2
0.241386,0.203385,0.125378,-1.422726,-1.347089,0.439463,0.371178,1.145353,0.251173,0.303935,2
0.043885,0.407516,0.047137,0.460921,0.261718,-0.681707,-0.044076,0.76883,0.095265,-0.479902,2
0.438888,0.195534,0.14316,-0.809435,0.261718,-1.346105,-0.044076,-0.782015,0.095265,-1.091531,2
0.056229,-0.09496,0.228514,-0.658066,0.17234,-0.183409,0.144676,1.000378,0.064084,-0.120647,2
0.031541,-0.040001,0.175168,-0.107256,0.261718,-0.930856,0.144676,0.159186,0.157628,-0.800689,2
0.229043,-0.016448,0.317424,-0.526838,0.261718,-0.515608,0.371178,-0.337518,0.18881,-0.543866,2
0.068573,0.069915,-0.002652,-1.149827,-1.257711,0.937762,0.446679,0.592751,-0.996086,0.693569,2
-0.079554,-0.291239,0.388552,0.855618,0.261718,-0.391033,-0.497081,0.324974,0.095265,0.037046,2
-0.16596,-0.173471,-2.908234,-1.670024,0.351096,0.024215,-0.006326,0.506489,-0.091823,0.153644,2
-0.030178,-0.189174,0.242739,-0.408799,0.261718,-1.346105,-0.006326,-2.508025,-1.49499,-1.111422,2
0.056229,-0.063555,0.310311,-1.048885,0.261718,0.647088,0.52218,0.04248,0.032902,0.403221,2
0.241386,-0.110662,0.324537,-0.772226,0.261718,-0.10036,-0.119577,-2.168041,-0.746634,0.120685,2
-0.141273,-0.055704,0.207175,0.246982,0.261718,-0.723232,-0.157328,0.759918,0.157628,-0.462205,2
-0.16596,-0.173471,-2.908234,-1.670024,0.351096,-0.515608,0.069175,-0.006893,-0.684271,-0.383606,2
0.241386,-0.322644,0.28186,0.274612,0.261718,-0.847807,-0.006326,0.801797,0.251173,-0.650217,2
-0.178304,0.902141,-0.041773,0.593103,0.261718,-0.474083,0.220177,0.848025,0.438262,-0.415069,2
0.303106,-0.354049,0.306755,-0.918463,0.17234,-0.681707,0.257927,-0.869539,-0.310094,-0.634557,2
-3.498799,0.517433,0.374326,-2.368622,-4.922215,-1.802878,-2.875357,-2.748795,-2.212163,-2.923586,2
-0.091897,0.2976,0.079145,0.196496,0.261718,-0.598658,0.182426,0.431856,0.438262,-0.523879,2
-0.16596,-0.134216,0.256965,0.387041,0.261718,-0.349509,-0.34608,-0.192951,-0.247731,0.002158,2
0.401857,-0.267686,0.299642,-0.808002,0.261718,-0.01731,0.144676,-1.522072,-0.590727,0.032501,2
-0.06721,-0.197025,0.299642,-1.66337,0.261718,-0.847807,0.333428,0.534078,0.219991,-0.818446,2
0.438888,0.195534,0.14316,-0.809435,0.261718,-0.723232,0.144676,-0.172546,0.001721,-0.620211,2
0.142636,-0.369751,0.413447,0.301347,0.17234,-0.723232,0.220177,0.709749,-0.528364,-0.65176,2
0.006853,-0.267686,0.40989,0.565443,0.17234,0.14879,0.106925,0.217238,-0.091823,0.192979,2
0.130292,-0.212727,0.324537,0.386474,0.261718,0.107265,0.257927,-0.025338,-0.060642,0.082639,2
0.167323,0.171981,0.047137,0.268047,0.17234,0.439463,0.257927,0.112842,0.032902,0.384379,2
0.438888,0.195534,0.14316,-0.809435,0.261718,-0.723232,0.408929,-1.067926,0.032902,-0.744874,2
0.364825,-0.149918,0.171611,0.04277,0.261718,0.273364,0.673182,-0.034347,-0.372457,-0.006654,2
0.142636,-0.291239,-3.210528,-2.167812,0.351096,-0.972381,0.069175,-1.157936,-0.65309,-0.805728,2
-0.00549,0.760819,-0.095119,-0.016936,0.261718,-0.183409,0.371178,0.066788,0.095265,-0.238269,2
0.006853,0.077766,0.342319,-0.12859,0.261718,-0.432558,0.182426,-0.631215,0.251173,-0.36439,2
0.080916,-0.291239,0.356544,0.226662,0.261718,-0.474083,0.069175,0.336818,0.032902,-0.351141,2
0.056229,0.187683,-0.031104,-0.958476,0.261718,-0.391033,0.748682,0.071991,-0.621908,-0.615583,2
0.105604,0.721563,0.086258,0.505409,0.261718,-0.640182,0.484429,0.576035,0.095265,-0.710806,2
0.167323,-0.322644,0.306755,-0.543548,0.261718,-0.764757,0.106925,-0.03922,-0.247731,-0.639259,2
-0.264711,-0.448263,0.431229,-1.121421,0.261718,0.245681,0.950018,-0.608732,-0.123005,-0.173931,2
0.167323,0.588093,-0.002652,-0.309259,0.261718,0.896237,-0.006326,1.103163,0.126447,0.955611,2
0.15498,-0.197025,-3.210528,-0.736839,0.351096,-0.307984,-0.270579,0.531981,0.282354,-0.015731,2
0.080916,-0.291239,0.356544,0.226662,0.261718,-0.847807,0.069175,0.519633,0.157628,-0.685948,2
0.130292,-0.212727,0.324537,0.386474,0.261718,-0.557133,0.295677,1.011697,0.251173,-0.544747,2
0.056229,0.187683,-0.031104,-0.958476,0.261718,-0.183409,0.257927,-0.846105,-0.310094,-0.173846,2
0.278418,-0.197025,0.239183,-0.73839,0.261718,0.14879,0.55993,-0.407783,-0.216549,-0.063494,2
-0.054866,-0.330495,-3.210528,-0.267456,0.261718,0.190314,0.182426,0.832183,0.064084,0.197222,2
0.303106,-0.354049,0.306755,-0.918463,0.17234,-0.889332,-0.38383,-1.107475,-0.43482,-0.48118,2
0.179667,-0.047852,0.274747,-0.605223,0.261718,-0.972381,0.295677,0.00396,-0.185368,-0.914743,2
-0.054866,-0.024299,0.079145,0.136282,0.261718,0.564038,0.371178,-0.239063,-0.154186,0.428681,2
-0.178304,0.258344,-0.12357,0.228303,0.082961,0.024215,0.295677,0.313267,-0.060642,-0.022024,2
-0.042522,0.752968,-0.109344,1.041241,-1.347089,2.681805,0.710932,-0.122687,-0.372457,2.122041,2
0.043885,-0.157769,0.228514,-0.211361,0.261718,0.439463,0.257927,-1.556204,-1.214356,0.431502,2
0.426544,0.588093,0.160942,-0.889699,0.261718,-0.224934,0.144676,1.468328,-0.185368,-0.160224,2
-0.264711,-0.448263,0.431229,-1.121421,0.261718,-0.01731,-0.006326,0.443758,0.157628,0.108388,2
0.229043,0.807926,-0.052442,0.082634,0.261718,-0.557133,1.012935,0.622088,-0.247731,-0.879107,2
0.080916,-0.126364,0.360101,-0.587947,0.261718,-0.058835,0.220177,0.909281,0.219991,-0.058443,2
-0.06721,0.462474,0.10404,0.463129,0.261718,-0.01731,0.182426,0.475832,0.219991,0.002255,2
-0.042522,-0.3619,0.470349,-0.310721,0.261718,-0.557133,0.257927,-0.121347,0.157628,-0.515248,2
0.229043,0.807926,-0.052442,0.082634,0.261718,-0.266459,0.144676,0.155594,0.126447,-0.206395,2
-0.128929,-0.03215,0.068476,-0.151655,-0.989576,-0.681707,-0.081827,-0.323306,-0.154186,-0.459818,2
0.438888,0.195534,0.14316,-0.809435,0.261718,-1.263055,0.031425,-0.811565,0.064084,-1.050483,2
0.019197,0.038511,0.19295,0.323367,0.261718,0.605563,0.597681,-0.799682,-0.559546,0.324151,2
0.31545,0.517433,-0.002652,-2.543473,0.261718,-1.096956,0.144676,-0.276768,-0.65309,-0.955923,2
-0.017834,-0.149918,-2.975805,-1.078156,0.082961,-0.930856,0.144676,-0.890392,-0.590727,-0.802268,2
-0.215336,0.360409,0.096927,0.286189,0.17234,-0.307984,0.484429,0.408965,0.375899,-0.410476,2
-0.264711,-0.448263,0.431229,-1.121421,0.261718,0.480988,-0.081827,-0.487308,-0.621908,0.641225,2
0.167323,0.171981,0.047137,0.268047,0.17234,0.273364,0.55993,-0.011708,0.064084,0.057672,2
-0.017834,-0.354049,0.42056,-0.176032,0.261718,-0.640182,0.220177,-0.932057,-0.715453,-0.575849,2
-0.128929,-0.322644,0.288973,0.764881,0.261718,1.809783,0.220177,-0.825641,-0.185368,1.639245,2
-0.128929,-0.322644,0.288973,0.764881,0.261718,-0.598658,0.182426,0.819562,0.18881,-0.518286,2
0.599358,0.752968,0.008017,-1.737905,-0.095795,-1.263055,0.408929,0.106027,0.282354,-1.220581,2
0.25373,-0.338346,0.352988,-1.154243,0.17234,-0.432558,-0.119577,0.451874,-0.060642,-0.20355,2
-0.079554,-0.291239,0.388552,0.855618,0.261718,0.647088,0.257927,-0.491715,-0.777816,0.587459,2
4.524702,-0.134216,0.23207,-2.514351,-0.900198,-0.307984,0.069175,0.206579,-0.216549,-0.222621,2
-0.042522,-0.322644,0.310311,0.287293,0.261718,0.273364,-0.006326,0.062381,-0.216549,0.39113,2
0.019197,-0.173471,0.306755,-0.081535,0.17234,0.107265,-0.006326,-0.603801,-0.621908,0.221442,2
-0.128929,-0.511072,0.342319,0.170775,0.261718,-1.055431,0.748682,0.969585,0.18881,-1.19406,2
-0.264711,-0.448263,0.431229,-1.121421,0.261718,1.851308,0.899684,-1.575464,-0.996086,1.222886,2
0.389513,0.462474,0.136047,0.011679,-0.900198,-0.224934,0.144676,0.765568,-0.247731,-0.161538,2
0.229043,-0.016448,0.317424,-0.526838,0.261718,-0.598658,0.673182,-0.379339,0.064084,-0.765295,2
0.080916,-0.126364,0.360101,-0.587947,0.261718,0.605563,-0.044076,-0.253003,-0.278912,0.712339,2
-0.042522,0.2976,0.079145,1.500568,0.351096,0.356414,-0.119577,1.269553,0.032902,0.521988,2
0.043885,0.407516,0.047137,0.460921,0.261718,0.190314,0.220177,-0.197067,-0.247731,0.171027,2
-0.017834,-0.275537,0.388552,0.949727,0.261718,0.605563,0.257927,0.671753,0.095265,0.532524,2
-0.00549,0.760819,-0.095119,-0.016936,0.261718,-0.058835,0.55993,-0.506684,-0.278912,-0.237871,2
-0.116585,-0.016448,0.288973,0.483747,0.17234,-0.391033,0.182426,0.673267,0.375899,-0.329273,2
-0.128929,-0.134216,0.264078,0.430695,0.261718,0.107265,-0.006326,0.415799,-0.154186,0.229096,2
0.426544,0.588093,0.160942,-0.889699,0.261718,0.06574,0.295677,0.401064,-0.528364,0.012851,2
0.204355,-0.126364,0.335206,0.483538,-1.257711,-0.307984,0.333428,1.713545,0.438262,-0.332516,2
0.167323,-0.322644,0.306755,-0.543548,0.261718,1.062336,-0.157328,-1.647223,-0.902542,1.199185,2
-0.116585,-0.016448,0.288973,0.483747,0.17234,-0.764757,-0.081827,0.409723,0.781258,-0.534946,2
0.080916,-0.142067,0.171611,-0.470713,0.261718,1.228436,0.484429,-1.836252,-1.370264,0.936528,2
-0.153617,-0.354049,0.37077,-0.513262,0.261718,-0.889332,0.069175,-0.036308,-0.029461,-0.722499,2
-3.498799,-0.291239,0.37077,-0.281212,-4.922215,0.024215,-0.119577,-0.080672,0.064084,0.21879,2
0.142636,-0.291239,-3.210528,-2.167812,0.351096,-1.180006,0.371178,-1.868442,-0.715453,-1.132941,2
0.229043,-0.22843,0.324537,-0.869141,0.261718,-0.972381,0.144676,-0.878121,-0.185368,-0.843533,2
0.019197,0.038511,0.19295,0.323367,0.261718,0.439463,0.257927,-0.382659,0.18881,0.373179,2
-0.178304,0.258344,-0.12357,0.228303,0.082961,-0.224934,0.257927,0.770306,0.032902,-0.226768,2
0.019197,0.289748,-0.116457,1.524856,-0.542686,0.480988,0.220177,2.143868,0.968347,0.441062,2
0.019197,0.525284,0.068476,0.166658,0.261718,-0.681707,0.069175,0.803817,0.594169,-0.524928,2
0.117948,0.556689,-0.009765,-0.57261,0.261718,-0.598658,-0.42158,-0.657135,-0.154186,-0.198391,2
-0.141273,-0.244132,0.249852,0.593729,0.261718,-0.058835,0.446679,0.616128,0.064084,-0.171785,2
0.019197,0.038511,0.19295,0.323367,0.261718,0.273364,1.201687,-0.614324,0.18881,-0.276062,2
0.031541,0.203385,0.086258,0.045008,0.17234,-0.640182,0.786433,0.990496,0.562987,-0.851851,2
0.179667,-0.047852,0.274747,-0.605223,0.261718,1.103861,0.55993,-1.722322,-0.715453,0.782367,2
-0.091897,0.2976,0.079145,0.196496,0.261718,-0.474083,0.220177,0.737338,0.375899,-0.422134,2
0.031541,0.203385,0.086258,0.045008,0.17234,0.14879,0.52218,0.489248,0.219991,-0.037491,2
-0.104241,-0.197025,0.221401,0.17367,0.261718,0.06574,-0.232828,0.836823,-0.060642,0.305923,2
0.167323,0.690159,-0.08445,-0.009059,0.261718,-0.141884,0.295677,-0.7978,-0.43482,-0.170856,2
-0.017834,-0.330495,0.488131,-0.183313,0.17234,0.190314,0.069175,-1.090079,-0.715453,0.27763,2
0.142636,-0.377602,0.328093,-0.039583,0.261718,0.06574,0.371178,0.233625,-0.247731,-0.025918,2
0.167323,-0.322644,0.306755,-0.543548,0.261718,-0.847807,0.031425,0.045179,-0.43482,-0.675328,2
0.229043,-0.016448,0.317424,-0.526838,0.261718,0.647088,0.597681,-0.894721,0.157628,0.375422,2
-0.017834,-0.275537,0.388552,0.949727,0.261718,-0.141884,0.257927,0.578054,-0.060642,-0.136126,2
0.278418,-0.3619,0.502357,-1.588745,0.261718,-1.22153,0.597681,-1.367836,-0.154186,-1.269019,2
0.167323,0.171981,0.047137,0.268047,0.17234,-0.183409,0.446679,1.027346,0.40708,-0.289587,2
-0.079554,-0.291239,0.388552,0.855618,0.261718,-0.10036,0.069175,0.757258,0.282354,-0.014201,2
0.364825,-0.189174,0.502357,0.22329,-1.168333,1.35301,0.182426,-0.735088,-0.715453,1.24098,2
-0.079554,-0.173471,0.367214,0.324501,0.261718,0.979286,0.106925,-0.611994,-0.185368,0.958384,2
0.192011,-0.369751,0.278304,-0.659618,0.261718,0.522513,0.975185,-1.050063,-0.310094,0.039228,2
0.117948,0.556689,-0.009765,-0.57261,0.261718,-1.22153,-0.081827,-0.884819,-0.590727,-0.964904,2
0.105604,-0.126364,0.388552,-0.425061,0.261718,-1.096956,-0.044076,0.168311,-0.060642,-0.864461,2
0.204355,-0.126364,0.335206,0.483538,-1.257711,0.564038,0.635431,0.404286,-0.091823,0.26965,2
-0.00549,-0.259834,0.367214,-0.156667,0.261718,-0.349509,0.408929,0.008173,-0.123005,-0.414009,2
0.043885,0.69801,0.022242,0.912997,0.261718,-0.598658,0.031425,1.117337,-0.029461,-0.447016,2
0.241386,-0.322644,0.28186,0.274612,0.261718,-0.10036,0.55993,0.040383,0.219991,-0.276677,2
0.31545,0.517433,-0.002652,-2.543473,0.261718,-0.847807,0.371178,1.182242,-0.715453,-0.830562,2
0.080916,0.588093,0.01513,0.00225,0.261718,-0.723232,0.182426,0.997388,0.282354,-0.629964,2
0.080916,-0.244132,0.214288,-0.37914,0.261718,0.190314,0.408929,0.109211,-0.091823,0.070993,2
-0.116585,-0.016448,0.288973,0.483747,0.17234,-0.640182,-0.081827,0.271368,0.064084,-0.419265,2
0.043885,0.274046,0.182281,0.095763,0.261718,-0.391033,0.295677,0.449194,-0.278912,-0.394829,2
-0.054866,-0.330495,-3.210528,-0.267456,0.261718,-0.266459,0.182426,1.24641,0.344717,-0.218029,2
0.278418,-0.197025,0.239183,-0.73839,0.261718,1.228436,-0.044076,-1.386008,-0.715453,1.298,2
0.167323,0.690159,-0.08445,-0.009059,0.261718,-0.224934,0.52218,0.255079,-0.154186,-0.364076,2
-0.091897,-0.142067,0.324537,0.65821,0.17234,-0.640182,-0.044076,1.153527,0.469443,-0.440361,2
-0.042522,0.2976,0.079145,1.500568,0.351096,0.231839,0.295677,1.344089,0.157628,0.173076,2
0.006853,0.462474,-0.016878,0.649795,-1.347089,-0.266459,0.220177,0.062614,0.064084,-0.244285,2
0.25373,-0.338346,0.352988,-1.154243,0.17234,-0.432558,0.069175,-0.116532,-0.715453,-0.309189,2
-0.030178,-0.063555,0.285416,-1.278877,0.17234,-0.681707,0.069175,1.222102,-0.029461,-0.539635,2
-0.16596,-0.173471,-2.908234,-1.670024,0.351096,0.397939,0.220177,0.298007,-0.060642,0.357122,2
0.192011,-0.369751,0.278304,-0.659618,0.261718,0.397939,-0.119577,-1.043132,-0.43482,0.567134,2
0.15498,-0.448263,0.356544,-0.003837,0.261718,-0.141884,0.182426,-0.436012,-0.278912,-0.095886,2
-0.178304,0.902141,-0.041773,0.593103,0.261718,0.356414,0.786433,0.114822,0.001721,0.019108,2
0.15498,-0.448263,0.356544,-0.003837,0.261718,-0.307984,-0.006326,-0.038851,-0.403638,-0.154594,2
0.142636,-0.000745,0.153829,0.955845,0.261718,-0.681707,0.031425,1.028006,0.40708,-0.514753,2
0.09326,-0.212727,0.260522,-0.527256,0.261718,-1.013906,0.106925,-0.826786,-0.590727,-0.875503,2
-0.042522,0.752968,-0.109344,1.041241,-1.347089,1.020811,0.220177,0.20291,-0.185368,0.920265,2
-2.523635,-0.346197,-2.349878,-0.775688,0.17234,-0.224934,0.106925,0.4025,0.001721,-0.137319,2
0.142636,-0.448263,0.438342,0.978909,0.261718,0.14879,-0.044076,0.833367,0.064084,0.285273,2
-0.16596,-0.134216,0.256965,0.387041,0.261718,-0.183409,0.748682,0.22184,-0.154186,-0.43355,2
0.192011,0.085618,0.278304,-1.347355,0.261718,-0.432558,0.106925,0.408693,-0.216549,-0.329273,2
-0.079554,-0.291239,0.388552,0.855618,0.261718,0.024215,0.069175,0.441836,0.064084,0.132101,2
0.019197,0.038511,0.19295,0.323367,0.261718,0.190314,0.182426,-0.379882,-0.029461,0.216691,2
0.15498,-0.330495,0.299642,-0.333637,0.082961,-1.429155,-0.195078,-1.393872,-0.933723,-1.099078,2
-0.314087,0.540986,-0.041773,0.882562,0.261718,0.107265,0.484429,1.016997,0.064084,-0.044073,2
0.167323,0.588093,-0.002652,-0.309259,0.261718,0.647088,0.408929,1.693275,0.500624,0.475696,2
-0.153617,9.65621,0.05425,0.56598,-1.078955,0.937762,0.144676,0.262496,0.282354,0.899989,2
-0.054866,-0.024299,0.079145,0.136282,0.261718,0.024215,-0.119577,0.025297,0.064084,0.215595,2
0.105604,-0.126364,0.388552,-0.425061,0.261718,-1.055431,0.295677,0.36198,0.251173,-0.984108,2
0.278418,-0.3619,0.502357,-1.588745,0.261718,-1.055431,0.635431,-1.502928,-0.403638,-1.144525,2
-0.017834,-0.275537,0.388552,0.949727,0.261718,0.896237,0.408929,0.244556,0.095265,0.689554,2
0.043885,0.407516,0.047137,0.460921,0.261718,-0.391033,0.408929,0.548756,0.001721,-0.449764,2
0.15498,-0.448263,0.356544,-0.003837,0.261718,-0.930856,0.031425,0.634223,0.064084,-0.746453,2
-0.030178,-0.189174,0.242739,-0.408799,0.261718,-0.681707,0.484429,0.360951,0.313536,-0.742945,2
0.019197,-0.118513,0.345875,-1.086511,0.261718,-1.429155,-0.195078,-1.971538,-1.432627,-1.098258,2
0.426544,0.588093,0.160942,-0.889699,0.261718,0.024215,0.597681,1.282484,0.251173,-0.165142,2
0.080916,-0.126364,0.360101,-0.587947,0.261718,0.522513,0.673182,0.13047,0.001721,0.208325,2
0.105604,0.721563,0.086258,0.505409,0.261718,-0.058835,0.408929,0.044305,-0.029461,-0.154727,2
0.006853,0.077766,0.342319,-0.12859,0.261718,-0.224934,-0.044076,-0.952793,-0.996086,-0.058624,2
0.192011,-0.03215,0.249852,-0.418765,0.17234,-0.266459,-0.195078,-1.059228,-0.247731,-0.008402,2
0.006853,0.077766,0.342319,-0.12859,0.261718,-0.640182,0.031425,0.080495,-0.123005,-0.469921,2
0.080916,0.313302,0.079145,0.588985,0.261718,0.522513,0.55993,0.090824,0.126447,0.271892,2
0.278418,-0.3619,0.502357,-1.588745,0.261718,-0.141884,0.673182,-1.651165,-0.278912,-0.36181,2
-0.017834,-0.149918,-2.975805,-1.078156,0.082961,-0.349509,-0.081827,-0.321791,-0.060642,-0.149302,2
0.043885,0.69801,0.022242,0.912997,0.261718,0.397939,0.031425,0.981972,0.064084,0.46938,2
0.056229,-0.09496,0.228514,-0.658066,0.17234,1.477585,0.295677,-2.228482,-1.869167,1.282558,2
0.031541,0.203385,0.086258,0.045008,0.17234,0.06574,0.220177,-0.31785,0.126447,0.081855,2
0.389513,0.462474,0.136047,0.011679,-0.900198,-0.391033,0.333428,-0.387649,-1.027268,-0.416263,2
-0.128929,-0.322644,0.288973,0.764881,0.261718,0.688613,0.446679,-0.088282,0.157628,0.481965,2
0.056229,0.187683,-0.031104,-0.958476,0.261718,-0.10036,0.333428,-0.051646,-0.185368,-0.157113,2
-0.104241,-0.197025,0.221401,0.17367,0.261718,1.43606,0.069175,-0.819292,-0.559546,1.41578,2
0.401857,-0.267686,0.299642,-0.808002,0.261718,-0.681707,-0.157328,-0.68717,-0.060642,-0.419747,2
0.229043,-0.016448,0.317424,-0.526838,0.261718,0.522513,1.201687,-0.421393,0.438262,-0.068219,2
0.031541,0.446772,0.072032,0.600056,0.261718,0.730137,0.144676,-0.374369,-0.43482,0.702718,2
0.229043,-0.22843,0.324537,-0.869141,0.261718,-0.307984,0.031425,-1.177798,-0.466001,-0.184419,2
-0.091897,-0.142067,0.324537,0.65821,0.17234,0.231839,0.069175,0.200832,-0.278912,0.29998,2
0.364825,-0.189174,0.502357,0.22329,-1.168333,0.480988,0.52218,-0.487133,-0.029461,0.267938,2
-0.00549,-0.204876,0.32098,-0.694588,0.261718,-0.01731,0.144676,0.027122,0.095265,0.013527,2
0.4142,-0.173471,0.392108,-0.130887,0.261718,-0.474083,1.503691,-0.151616,0.126447,-1.030388,2
-0.16596,-0.173471,-2.908234,-1.670024,0.351096,-0.847807,-0.157328,1.596838,0.313536,-0.571268,2
-0.017834,-0.354049,0.42056,-0.176032,0.261718,-0.764757,-0.081827,-0.707304,-0.185368,-0.543384,2
-0.141273,0.729415,0.079145,0.151709,0.261718,0.688613,0.861934,-0.225492,0.18881,0.257691,2
